;timestamp;customer_no;new_id;location;weekday;time
42;2019-09-02 07:13:00;13;43;spices;Monday;07:13:00
43;2019-09-02 07:13:00;19;44;drinks;Monday;07:13:00
44;2019-09-02 07:13:00;21;45;drinks;Monday;07:13:00
45;2019-09-02 07:13:00;22;46;fruit;Monday;07:13:00
46;2019-09-02 07:14:00;13;47;dairy;Monday;07:14:00
47;2019-09-02 07:14:00;18;48;dairy;Monday;07:14:00
48;2019-09-02 07:14:00;20;49;checkout;Monday;07:14:00
49;2019-09-02 07:14:00;23;50;fruit;Monday;07:14:00
50;2019-09-02 07:14:00;24;51;drinks;Monday;07:14:00
51;2019-09-02 07:15:00;13;52;fruit;Monday;07:15:00
52;2019-09-02 07:15:00;21;53;spices;Monday;07:15:00
53;2019-09-02 07:15:00;22;54;dairy;Monday;07:15:00
54;2019-09-02 07:15:00;23;55;checkout;Monday;07:15:00
55;2019-09-02 07:16:00;13;56;checkout;Monday;07:16:00
56;2019-09-02 07:16:00;21;57;checkout;Monday;07:16:00
57;2019-09-02 07:16:00;25;58;spices;Monday;07:16:00
58;2019-09-02 07:16:00;26;59;fruit;Monday;07:16:00
59;2019-09-02 07:16:00;27;60;spices;Monday;07:16:00
60;2019-09-02 07:16:00;28;61;drinks;Monday;07:16:00
61;2019-09-02 07:16:00;29;62;drinks;Monday;07:16:00
62;2019-09-02 07:17:00;6;63;spices;Monday;07:17:00
63;2019-09-02 07:17:00;18;64;checkout;Monday;07:17:00
64;2019-09-02 07:17:00;22;65;checkout;Monday;07:17:00
65;2019-09-02 07:17:00;25;66;dairy;Monday;07:17:00
66;2019-09-02 07:17:00;30;67;spices;Monday;07:17:00
67;2019-09-02 07:17:00;31;68;spices;Monday;07:17:00
68;2019-09-02 07:17:00;32;69;drinks;Monday;07:17:00
69;2019-09-02 07:17:00;33;70;fruit;Monday;07:17:00
70;2019-09-02 07:17:00;34;71;spices;Monday;07:17:00
71;2019-09-02 07:18:00;6;72;drinks;Monday;07:18:00
72;2019-09-02 07:18:00;25;73;spices;Monday;07:18:00
73;2019-09-02 07:18:00;29;74;checkout;Monday;07:18:00
74;2019-09-02 07:18:00;30;75;drinks;Monday;07:18:00
75;2019-09-02 07:18:00;31;76;checkout;Monday;07:18:00
76;2019-09-02 07:18:00;34;77;drinks;Monday;07:18:00
77;2019-09-02 07:18:00;35;78;dairy;Monday;07:18:00
78;2019-09-02 07:19:00;25;79;drinks;Monday;07:19:00
79;2019-09-02 07:19:00;27;80;dairy;Monday;07:19:00
80;2019-09-02 07:19:00;28;81;checkout;Monday;07:19:00
81;2019-09-02 07:19:00;30;82;fruit;Monday;07:19:00
82;2019-09-02 07:19:00;35;83;drinks;Monday;07:19:00
83;2019-09-02 07:20:00;19;84;checkout;Monday;07:20:00
84;2019-09-02 07:20:00;24;85;checkout;Monday;07:20:00
85;2019-09-02 07:20:00;26;86;dairy;Monday;07:20:00
86;2019-09-02 07:20:00;30;87;dairy;Monday;07:20:00
87;2019-09-02 07:20:00;32;88;checkout;Monday;07:20:00
88;2019-09-02 07:20:00;33;89;dairy;Monday;07:20:00
89;2019-09-02 07:20:00;36;90;dairy;Monday;07:20:00
90;2019-09-02 07:21:00;30;91;fruit;Monday;07:21:00
91;2019-09-02 07:21:00;36;92;checkout;Monday;07:21:00
92;2019-09-02 07:22:00;17;93;checkout;Monday;07:22:00
93;2019-09-02 07:22:00;25;94;checkout;Monday;07:22:00
94;2019-09-02 07:22:00;33;95;spices;Monday;07:22:00
95;2019-09-02 07:22:00;35;96;checkout;Monday;07:22:00
96;2019-09-02 07:22:00;37;97;fruit;Monday;07:22:00
97;2019-09-02 07:22:00;38;98;fruit;Monday;07:22:00
98;2019-09-02 07:23:00;30;99;checkout;Monday;07:23:00
99;2019-09-02 07:23:00;33;100;dairy;Monday;07:23:00
100;2019-09-02 07:24:00;26;101;checkout;Monday;07:24:00
101;2019-09-02 07:24:00;33;102;drinks;Monday;07:24:00
102;2019-09-02 07:25:00;6;103;spices;Monday;07:25:00
103;2019-09-02 07:25:00;34;104;spices;Monday;07:25:00
104;2019-09-02 07:26:00;6;105;dairy;Monday;07:26:00
105;2019-09-02 07:26:00;33;106;spices;Monday;07:26:00
106;2019-09-02 07:26:00;34;107;fruit;Monday;07:26:00
107;2019-09-02 07:26:00;37;108;checkout;Monday;07:26:00
108;2019-09-02 07:26:00;38;109;dairy;Monday;07:26:00
109;2019-09-02 07:26:00;39;110;dairy;Monday;07:26:00
110;2019-09-02 07:26:00;40;111;dairy;Monday;07:26:00
111;2019-09-02 07:26:00;41;112;drinks;Monday;07:26:00
112;2019-09-02 07:26:00;42;113;dairy;Monday;07:26:00
113;2019-09-02 07:26:00;43;114;fruit;Monday;07:26:00
114;2019-09-02 07:26:00;44;115;fruit;Monday;07:26:00
115;2019-09-02 07:26:00;45;116;spices;Monday;07:26:00
116;2019-09-02 07:26:00;46;117;fruit;Monday;07:26:00
117;2019-09-02 07:27:00;6;118;spices;Monday;07:27:00
118;2019-09-02 07:27:00;33;119;drinks;Monday;07:27:00
119;2019-09-02 07:27:00;34;120;checkout;Monday;07:27:00
120;2019-09-02 07:27:00;39;121;checkout;Monday;07:27:00
121;2019-09-02 07:27:00;41;122;dairy;Monday;07:27:00
122;2019-09-02 07:27:00;44;123;checkout;Monday;07:27:00
123;2019-09-02 07:27:00;45;124;dairy;Monday;07:27:00
124;2019-09-02 07:27:00;46;125;checkout;Monday;07:27:00
125;2019-09-02 07:27:00;47;126;drinks;Monday;07:27:00
126;2019-09-02 07:27:00;48;127;drinks;Monday;07:27:00
127;2019-09-02 07:27:00;49;128;spices;Monday;07:27:00
128;2019-09-02 07:28:00;41;129;spices;Monday;07:28:00
129;2019-09-02 07:28:00;43;130;dairy;Monday;07:28:00
130;2019-09-02 07:28:00;47;131;fruit;Monday;07:28:00
131;2019-09-02 07:28:00;48;132;checkout;Monday;07:28:00
132;2019-09-02 07:28:00;49;133;checkout;Monday;07:28:00
133;2019-09-02 07:28:00;50;134;fruit;Monday;07:28:00
134;2019-09-02 07:28:00;51;135;fruit;Monday;07:28:00
135;2019-09-02 07:29:00;6;136;checkout;Monday;07:29:00
136;2019-09-02 07:29:00;38;137;checkout;Monday;07:29:00
137;2019-09-02 07:29:00;40;138;spices;Monday;07:29:00
138;2019-09-02 07:29:00;50;139;drinks;Monday;07:29:00
139;2019-09-02 07:29:00;52;140;drinks;Monday;07:29:00
140;2019-09-02 07:29:00;53;141;fruit;Monday;07:29:00
141;2019-09-02 07:30:00;40;142;checkout;Monday;07:30:00
142;2019-09-02 07:30:00;41;143;drinks;Monday;07:30:00
143;2019-09-02 07:30:00;42;144;spices;Monday;07:30:00
144;2019-09-02 07:30:00;45;145;fruit;Monday;07:30:00
145;2019-09-02 07:30:00;54;146;spices;Monday;07:30:00
146;2019-09-02 07:30:00;55;147;spices;Monday;07:30:00
147;2019-09-02 07:30:00;56;148;fruit;Monday;07:30:00
148;2019-09-02 07:30:00;57;149;fruit;Monday;07:30:00
149;2019-09-02 07:30:00;58;150;drinks;Monday;07:30:00
150;2019-09-02 07:30:00;59;151;dairy;Monday;07:30:00
151;2019-09-02 07:31:00;45;152;drinks;Monday;07:31:00
152;2019-09-02 07:31:00;50;153;spices;Monday;07:31:00
153;2019-09-02 07:31:00;51;154;dairy;Monday;07:31:00
154;2019-09-02 07:31:00;52;155;spices;Monday;07:31:00
155;2019-09-02 07:31:00;54;156;dairy;Monday;07:31:00
156;2019-09-02 07:31:00;57;157;checkout;Monday;07:31:00
157;2019-09-02 07:32:00;42;158;fruit;Monday;07:32:00
158;2019-09-02 07:32:00;47;159;dairy;Monday;07:32:00
159;2019-09-02 07:32:00;50;160;checkout;Monday;07:32:00
160;2019-09-02 07:32:00;53;161;checkout;Monday;07:32:00
161;2019-09-02 07:32:00;55;162;dairy;Monday;07:32:00
162;2019-09-02 07:32:00;58;163;checkout;Monday;07:32:00
163;2019-09-02 07:33:00;27;164;checkout;Monday;07:33:00
164;2019-09-02 07:33:00;33;165;checkout;Monday;07:33:00
165;2019-09-02 07:33:00;41;166;checkout;Monday;07:33:00
166;2019-09-02 07:33:00;42;167;dairy;Monday;07:33:00
167;2019-09-02 07:33:00;51;168;checkout;Monday;07:33:00
168;2019-09-02 07:33:00;52;169;fruit;Monday;07:33:00
169;2019-09-02 07:33:00;56;170;dairy;Monday;07:33:00
170;2019-09-02 07:33:00;60;171;fruit;Monday;07:33:00
171;2019-09-02 07:33:00;61;172;spices;Monday;07:33:00
172;2019-09-02 07:33:00;62;173;spices;Monday;07:33:00
173;2019-09-02 07:34:00;45;174;fruit;Monday;07:34:00
174;2019-09-02 07:34:00;56;175;spices;Monday;07:34:00
175;2019-09-02 07:34:00;61;176;drinks;Monday;07:34:00
176;2019-09-02 07:35:00;55;177;checkout;Monday;07:35:00
177;2019-09-02 07:35:00;56;178;drinks;Monday;07:35:00
178;2019-09-02 07:35:00;59;179;drinks;Monday;07:35:00
179;2019-09-02 07:35:00;60;180;drinks;Monday;07:35:00
180;2019-09-02 07:35:00;62;181;drinks;Monday;07:35:00
181;2019-09-02 07:36:00;45;182;dairy;Monday;07:36:00
182;2019-09-02 07:36:00;47;183;checkout;Monday;07:36:00
183;2019-09-02 07:36:00;52;184;drinks;Monday;07:36:00
184;2019-09-02 07:36:00;60;185;checkout;Monday;07:36:00
185;2019-09-02 07:37:00;52;186;fruit;Monday;07:37:00
186;2019-09-02 07:37:00;54;187;checkout;Monday;07:37:00
187;2019-09-02 07:38:00;59;188;fruit;Monday;07:38:00
188;2019-09-02 07:38:00;62;189;checkout;Monday;07:38:00
189;2019-09-02 07:39:00;43;190;fruit;Monday;07:39:00
190;2019-09-02 07:39:00;52;191;checkout;Monday;07:39:00
191;2019-09-02 07:39:00;59;192;checkout;Monday;07:39:00
192;2019-09-02 07:39:00;63;193;spices;Monday;07:39:00
193;2019-09-02 07:40:00;56;194;checkout;Monday;07:40:00
194;2019-09-02 07:40:00;63;195;drinks;Monday;07:40:00
195;2019-09-02 07:40:00;64;196;drinks;Monday;07:40:00
196;2019-09-02 07:40:00;65;197;drinks;Monday;07:40:00
197;2019-09-02 07:40:00;66;198;spices;Monday;07:40:00
198;2019-09-02 07:41:00;43;199;dairy;Monday;07:41:00
199;2019-09-02 07:41:00;61;200;checkout;Monday;07:41:00
200;2019-09-02 07:41:00;63;201;fruit;Monday;07:41:00
201;2019-09-02 07:42:00;64;202;fruit;Monday;07:42:00
202;2019-09-02 07:42:00;67;203;dairy;Monday;07:42:00
203;2019-09-02 07:42:00;68;204;spices;Monday;07:42:00
204;2019-09-02 07:42:00;69;205;fruit;Monday;07:42:00
205;2019-09-02 07:42:00;70;206;spices;Monday;07:42:00
206;2019-09-02 07:43:00;43;207;checkout;Monday;07:43:00
207;2019-09-02 07:43:00;63;208;dairy;Monday;07:43:00
208;2019-09-02 07:43:00;64;209;drinks;Monday;07:43:00
209;2019-09-02 07:43:00;66;210;drinks;Monday;07:43:00
210;2019-09-02 07:43:00;69;211;checkout;Monday;07:43:00
211;2019-09-02 07:43:00;71;212;dairy;Monday;07:43:00
212;2019-09-02 07:43:00;72;213;spices;Monday;07:43:00
213;2019-09-02 07:43:00;73;214;dairy;Monday;07:43:00
214;2019-09-02 07:43:00;74;215;spices;Monday;07:43:00
215;2019-09-02 07:43:00;75;216;spices;Monday;07:43:00
216;2019-09-02 07:44:00;42;217;checkout;Monday;07:44:00
217;2019-09-02 07:44:00;63;218;fruit;Monday;07:44:00
218;2019-09-02 07:44:00;67;219;spices;Monday;07:44:00
219;2019-09-02 07:44:00;70;220;drinks;Monday;07:44:00
220;2019-09-02 07:44:00;71;221;fruit;Monday;07:44:00
221;2019-09-02 07:44:00;73;222;checkout;Monday;07:44:00
222;2019-09-02 07:44:00;75;223;dairy;Monday;07:44:00
223;2019-09-02 07:44:00;76;224;drinks;Monday;07:44:00
224;2019-09-02 07:44:00;77;225;fruit;Monday;07:44:00
225;2019-09-02 07:44:00;78;226;spices;Monday;07:44:00
226;2019-09-02 07:44:00;79;227;dairy;Monday;07:44:00
227;2019-09-02 07:45:00;64;228;checkout;Monday;07:45:00
228;2019-09-02 07:45:00;66;229;spices;Monday;07:45:00
229;2019-09-02 07:45:00;68;230;drinks;Monday;07:45:00
230;2019-09-02 07:45:00;72;231;drinks;Monday;07:45:00
231;2019-09-02 07:45:00;74;232;fruit;Monday;07:45:00
232;2019-09-02 07:45:00;75;233;drinks;Monday;07:45:00
233;2019-09-02 07:45:00;78;234;dairy;Monday;07:45:00
234;2019-09-02 07:46:00;63;235;drinks;Monday;07:46:00
235;2019-09-02 07:46:00;65;236;dairy;Monday;07:46:00
236;2019-09-02 07:46:00;67;237;drinks;Monday;07:46:00
237;2019-09-02 07:46:00;74;238;checkout;Monday;07:46:00
238;2019-09-02 07:47:00;65;239;checkout;Monday;07:47:00
239;2019-09-02 07:47:00;66;240;checkout;Monday;07:47:00
240;2019-09-02 07:47:00;70;241;checkout;Monday;07:47:00
241;2019-09-02 07:47:00;75;242;spices;Monday;07:47:00
242;2019-09-02 07:47:00;80;243;dairy;Monday;07:47:00
243;2019-09-02 07:47:00;81;244;drinks;Monday;07:47:00
244;2019-09-02 07:47:00;82;245;drinks;Monday;07:47:00
245;2019-09-02 07:47:00;83;246;fruit;Monday;07:47:00
246;2019-09-02 07:48:00;63;247;checkout;Monday;07:48:00
247;2019-09-02 07:48:00;67;248;checkout;Monday;07:48:00
248;2019-09-02 07:48:00;68;249;fruit;Monday;07:48:00
249;2019-09-02 07:48:00;75;250;drinks;Monday;07:48:00
250;2019-09-02 07:48:00;78;251;checkout;Monday;07:48:00
251;2019-09-02 07:48:00;80;252;drinks;Monday;07:48:00
252;2019-09-02 07:48:00;81;253;fruit;Monday;07:48:00
253;2019-09-02 07:48:00;83;254;dairy;Monday;07:48:00
254;2019-09-02 07:48:00;84;255;fruit;Monday;07:48:00
255;2019-09-02 07:48:00;85;256;drinks;Monday;07:48:00
256;2019-09-02 07:49:00;76;257;dairy;Monday;07:49:00
257;2019-09-02 07:49:00;81;258;checkout;Monday;07:49:00
258;2019-09-02 07:49:00;83;259;checkout;Monday;07:49:00
259;2019-09-02 07:49:00;85;260;spices;Monday;07:49:00
260;2019-09-02 07:49:00;86;261;spices;Monday;07:49:00
261;2019-09-02 07:49:00;87;262;drinks;Monday;07:49:00
262;2019-09-02 07:49:00;88;263;dairy;Monday;07:49:00
263;2019-09-02 07:49:00;89;264;drinks;Monday;07:49:00
264;2019-09-02 07:49:00;90;265;spices;Monday;07:49:00
265;2019-09-02 07:50:00;68;266;spices;Monday;07:50:00
266;2019-09-02 07:50:00;75;267;checkout;Monday;07:50:00
267;2019-09-02 07:50:00;76;268;drinks;Monday;07:50:00
268;2019-09-02 07:50:00;84;269;drinks;Monday;07:50:00
269;2019-09-02 07:50:00;85;270;checkout;Monday;07:50:00
270;2019-09-02 07:50:00;86;271;drinks;Monday;07:50:00
271;2019-09-02 07:50:00;87;272;checkout;Monday;07:50:00
272;2019-09-02 07:50:00;89;273;checkout;Monday;07:50:00
273;2019-09-02 07:50:00;90;274;checkout;Monday;07:50:00
274;2019-09-02 07:51:00;71;275;checkout;Monday;07:51:00
275;2019-09-02 07:51:00;76;276;checkout;Monday;07:51:00
276;2019-09-02 07:51:00;86;277;spices;Monday;07:51:00
277;2019-09-02 07:52:00;68;278;checkout;Monday;07:52:00
278;2019-09-02 07:52:00;72;279;checkout;Monday;07:52:00
279;2019-09-02 07:52:00;77;280;checkout;Monday;07:52:00
280;2019-09-02 07:52:00;82;281;checkout;Monday;07:52:00
281;2019-09-02 07:52:00;91;282;fruit;Monday;07:52:00
282;2019-09-02 07:52:00;92;283;dairy;Monday;07:52:00
283;2019-09-02 07:52:00;93;284;dairy;Monday;07:52:00
284;2019-09-02 07:52:00;94;285;drinks;Monday;07:52:00
285;2019-09-02 07:53:00;79;286;drinks;Monday;07:53:00
286;2019-09-02 07:53:00;80;287;spices;Monday;07:53:00
287;2019-09-02 07:53:00;86;288;fruit;Monday;07:53:00
288;2019-09-02 07:53:00;93;289;checkout;Monday;07:53:00
289;2019-09-02 07:53:00;94;290;dairy;Monday;07:53:00
290;2019-09-02 07:53:00;95;291;drinks;Monday;07:53:00
291;2019-09-02 07:53:00;96;292;dairy;Monday;07:53:00
292;2019-09-02 07:54:00;79;293;checkout;Monday;07:54:00
293;2019-09-02 07:54:00;80;294;dairy;Monday;07:54:00
294;2019-09-02 07:54:00;84;295;spices;Monday;07:54:00
295;2019-09-02 07:54:00;94;296;checkout;Monday;07:54:00
296;2019-09-02 07:54:00;96;297;checkout;Monday;07:54:00
297;2019-09-02 07:54:00;97;298;fruit;Monday;07:54:00
298;2019-09-02 07:55:00;45;299;checkout;Monday;07:55:00
299;2019-09-02 07:55:00;84;300;dairy;Monday;07:55:00
300;2019-09-02 07:55:00;86;301;dairy;Monday;07:55:00
301;2019-09-02 07:56:00;91;302;dairy;Monday;07:56:00
302;2019-09-02 07:56:00;98;303;dairy;Monday;07:56:00
303;2019-09-02 07:56:00;99;304;dairy;Monday;07:56:00
304;2019-09-02 07:56:00;100;305;drinks;Monday;07:56:00
305;2019-09-02 07:56:00;101;306;fruit;Monday;07:56:00
306;2019-09-02 07:56:00;102;307;dairy;Monday;07:56:00
307;2019-09-02 07:57:00;86;308;fruit;Monday;07:57:00
308;2019-09-02 07:57:00;88;309;checkout;Monday;07:57:00
309;2019-09-02 07:57:00;92;310;checkout;Monday;07:57:00
310;2019-09-02 07:57:00;95;311;fruit;Monday;07:57:00
311;2019-09-02 07:57:00;98;312;drinks;Monday;07:57:00
312;2019-09-02 07:58:00;98;313;fruit;Monday;07:58:00
313;2019-09-02 07:58:00;99;314;drinks;Monday;07:58:00
314;2019-09-02 07:59:00;80;315;fruit;Monday;07:59:00
315;2019-09-02 07:59:00;91;316;checkout;Monday;07:59:00
316;2019-09-02 07:59:00;98;317;drinks;Monday;07:59:00
317;2019-09-02 08:00:00;98;318;checkout;Monday;08:00:00
318;2019-09-02 08:00:00;99;319;spices;Monday;08:00:00
319;2019-09-02 08:00:00;101;320;checkout;Monday;08:00:00
320;2019-09-02 08:01:00;84;321;drinks;Monday;08:01:00
321;2019-09-02 08:01:00;86;322;spices;Monday;08:01:00
322;2019-09-02 08:01:00;97;323;checkout;Monday;08:01:00
323;2019-09-02 08:01:00;99;324;drinks;Monday;08:01:00
324;2019-09-02 08:01:00;102;325;checkout;Monday;08:01:00
325;2019-09-02 08:02:00;80;326;checkout;Monday;08:02:00
326;2019-09-02 08:02:00;84;327;checkout;Monday;08:02:00
327;2019-09-02 08:02:00;95;328;spices;Monday;08:02:00
328;2019-09-02 08:02:00;103;329;dairy;Monday;08:02:00
329;2019-09-02 08:02:00;104;330;fruit;Monday;08:02:00
330;2019-09-02 08:02:00;105;331;fruit;Monday;08:02:00
331;2019-09-02 08:03:00;95;332;dairy;Monday;08:03:00
332;2019-09-02 08:03:00;99;333;checkout;Monday;08:03:00
333;2019-09-02 08:03:00;100;334;checkout;Monday;08:03:00
334;2019-09-02 08:03:00;105;335;checkout;Monday;08:03:00
335;2019-09-02 08:03:00;106;336;drinks;Monday;08:03:00
336;2019-09-02 08:03:00;107;337;dairy;Monday;08:03:00
337;2019-09-02 08:03:00;108;338;fruit;Monday;08:03:00
338;2019-09-02 08:04:00;103;339;drinks;Monday;08:04:00
339;2019-09-02 08:04:00;106;340;spices;Monday;08:04:00
340;2019-09-02 08:05:00;86;341;dairy;Monday;08:05:00
341;2019-09-02 08:05:00;103;342;spices;Monday;08:05:00
342;2019-09-02 08:05:00;109;343;dairy;Monday;08:05:00
343;2019-09-02 08:05:00;110;344;spices;Monday;08:05:00
344;2019-09-02 08:06:00;86;345;drinks;Monday;08:06:00
345;2019-09-02 08:06:00;103;346;drinks;Monday;08:06:00
346;2019-09-02 08:06:00;106;347;checkout;Monday;08:06:00
347;2019-09-02 08:06:00;108;348;dairy;Monday;08:06:00
348;2019-09-02 08:06:00;111;349;fruit;Monday;08:06:00
349;2019-09-02 08:06:00;112;350;fruit;Monday;08:06:00
350;2019-09-02 08:06:00;113;351;dairy;Monday;08:06:00
351;2019-09-02 08:06:00;114;352;drinks;Monday;08:06:00
352;2019-09-02 08:07:00;86;353;fruit;Monday;08:07:00
353;2019-09-02 08:07:00;108;354;checkout;Monday;08:07:00
354;2019-09-02 08:07:00;112;355;dairy;Monday;08:07:00
355;2019-09-02 08:07:00;114;356;checkout;Monday;08:07:00
356;2019-09-02 08:07:00;115;357;fruit;Monday;08:07:00
357;2019-09-02 08:07:00;116;358;drinks;Monday;08:07:00
358;2019-09-02 08:08:00;103;359;checkout;Monday;08:08:00
359;2019-09-02 08:08:00;104;360;spices;Monday;08:08:00
360;2019-09-02 08:08:00;110;361;dairy;Monday;08:08:00
361;2019-09-02 08:08:00;113;362;drinks;Monday;08:08:00
362;2019-09-02 08:08:00;116;363;checkout;Monday;08:08:00
363;2019-09-02 08:09:00;86;364;drinks;Monday;08:09:00
364;2019-09-02 08:09:00;104;365;drinks;Monday;08:09:00
365;2019-09-02 08:09:00;113;366;fruit;Monday;08:09:00
366;2019-09-02 08:10:00;117;367;dairy;Monday;08:10:00
367;2019-09-02 08:10:00;118;368;fruit;Monday;08:10:00
368;2019-09-02 08:10:00;119;369;drinks;Monday;08:10:00
369;2019-09-02 08:11:00;104;370;spices;Monday;08:11:00
370;2019-09-02 08:11:00;110;371;checkout;Monday;08:11:00
371;2019-09-02 08:11:00;113;372;checkout;Monday;08:11:00
372;2019-09-02 08:11:00;119;373;checkout;Monday;08:11:00
373;2019-09-02 08:11:00;120;374;spices;Monday;08:11:00
374;2019-09-02 08:11:00;121;375;dairy;Monday;08:11:00
375;2019-09-02 08:11:00;122;376;dairy;Monday;08:11:00
376;2019-09-02 08:12:00;86;377;checkout;Monday;08:12:00
377;2019-09-02 08:12:00;104;378;dairy;Monday;08:12:00
378;2019-09-02 08:12:00;117;379;spices;Monday;08:12:00
379;2019-09-02 08:12:00;118;380;checkout;Monday;08:12:00
380;2019-09-02 08:13:00;111;381;dairy;Monday;08:13:00
381;2019-09-02 08:13:00;112;382;checkout;Monday;08:13:00
382;2019-09-02 08:13:00;123;383;drinks;Monday;08:13:00
383;2019-09-02 08:14:00;115;384;checkout;Monday;08:14:00
384;2019-09-02 08:14:00;120;385;dairy;Monday;08:14:00
385;2019-09-02 08:14:00;124;386;fruit;Monday;08:14:00
386;2019-09-02 08:14:00;125;387;fruit;Monday;08:14:00
387;2019-09-02 08:14:00;126;388;fruit;Monday;08:14:00
388;2019-09-02 08:15:00;104;389;fruit;Monday;08:15:00
389;2019-09-02 08:15:00;111;390;checkout;Monday;08:15:00
390;2019-09-02 08:15:00;120;391;checkout;Monday;08:15:00
391;2019-09-02 08:16:00;117;392;drinks;Monday;08:16:00
392;2019-09-02 08:16:00;121;393;checkout;Monday;08:16:00
393;2019-09-02 08:16:00;122;394;drinks;Monday;08:16:00
394;2019-09-02 08:16:00;124;395;checkout;Monday;08:16:00
395;2019-09-02 08:16:00;125;396;checkout;Monday;08:16:00
396;2019-09-02 08:16:00;127;397;spices;Monday;08:16:00
397;2019-09-02 08:16:00;128;398;fruit;Monday;08:16:00
398;2019-09-02 08:16:00;129;399;spices;Monday;08:16:00
399;2019-09-02 08:16:00;130;400;drinks;Monday;08:16:00
400;2019-09-02 08:17:00;117;401;checkout;Monday;08:17:00
401;2019-09-02 08:17:00;122;402;checkout;Monday;08:17:00
402;2019-09-02 08:17:00;123;403;dairy;Monday;08:17:00
403;2019-09-02 08:17:00;127;404;fruit;Monday;08:17:00
404;2019-09-02 08:17:00;129;405;checkout;Monday;08:17:00
405;2019-09-02 08:18:00;107;406;spices;Monday;08:18:00
406;2019-09-02 08:18:00;123;407;checkout;Monday;08:18:00
407;2019-09-02 08:18:00;127;408;spices;Monday;08:18:00
408;2019-09-02 08:18:00;130;409;checkout;Monday;08:18:00
409;2019-09-02 08:19:00;107;410;checkout;Monday;08:19:00
410;2019-09-02 08:19:00;127;411;checkout;Monday;08:19:00
411;2019-09-02 08:20:00;131;412;dairy;Monday;08:20:00
412;2019-09-02 08:21:00;126;413;checkout;Monday;08:21:00
413;2019-09-02 08:21:00;131;414;checkout;Monday;08:21:00
414;2019-09-02 08:21:00;132;415;fruit;Monday;08:21:00
415;2019-09-02 08:22:00;95;416;checkout;Monday;08:22:00
416;2019-09-02 08:22:00;128;417;checkout;Monday;08:22:00
417;2019-09-02 08:22:00;133;418;dairy;Monday;08:22:00
418;2019-09-02 08:22:00;134;419;drinks;Monday;08:22:00
419;2019-09-02 08:22:00;135;420;dairy;Monday;08:22:00
420;2019-09-02 08:22:00;136;421;dairy;Monday;08:22:00
421;2019-09-02 08:22:00;137;422;fruit;Monday;08:22:00
422;2019-09-02 08:22:00;138;423;fruit;Monday;08:22:00
423;2019-09-02 08:22:00;139;424;dairy;Monday;08:22:00
